"SampleID","CRA","Error","DC13","Material","Species","Site","Phase","Type","Country","Longitude","Latitude","LocQual","Source","Comments"
"IGAN-773",7490,50,NA,"charcoal",NA,"Magzaliyah","level 10",NA,"Iraq",42.33,36.39,"C","Bader 1989. Academy of Sciences of the USSR, Moscow: Institute of Archaeology. Kozłowski 1994a. Radiocarbon 36: 255-264.","Kozlowski 1994: classical PPNB"
"IGAN-772",8010,50,NA,"charcoal",NA,"Magzaliyah","layer 10",NA,"Iraq",42.33,36.39,"C","Bader 1989. Academy of Sciences of the USSR, Moscow: Institute of Archaeology. Kozłowski 1994a. Radiocarbon 36: 255-264.","Kozlowski 1994: classical PPNB"
"W-623",7570,250,NA,"charcoal",NA,"Matarrah","Op. VI-4",NA,"Iraq",44.4,35.18,"C","Rubin a Alexaer 1960, Bernbeck 1994. Berliner Beiträge zum Vorderen Orient 14 (Ph.D. dissertation Berlin, Freie Univ. 1991), Berlin.","Banadora: Mattarrah ""Lower"", cf. Braidwood 1958, 1426"
"Gd-6356",9630,130,NA,"charcoal",NA,"M'lefaat","lower layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"OxA-3749",9660,250,NA,"seeds","carbinized grain","M'lefaat","upper layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"OxA-3819",9680,100,NA,"seeds","carbinized grain","M'lefaat","upper layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264. Waterbolk 1994. ""In: Bar-Yosef and Kra (eds.) 1994, Late Quaternary Chronology and Paleoclimates of the Eastern Mediterranean, The 14th International.",NA
"OxA-3747",9870,1140,NA,"seeds","carbinized grain","M'lefaat","upper layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"OxA-3748",9890,120,NA,"seeds","carbinized grain","M'lefaat","upper layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6149",10290,180,NA,"charcoal",NA,"M'lefaat","lower layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4465",10850,200,NA,"charcoal",NA,"M'lefaat","Upper Layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6150",10890,140,NA,"charcoal",NA,"M'lefaat","upper layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4658",12360,280,NA,"charcoal",NA,"M'lefaat","lower layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4483",12810,660,NA,"charcoal",NA,"M'lefaat","lower layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6363",13540,180,NA,"charcoal",NA,"M'lefaat","upper layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4652",13860,300,NA,"charcoal",NA,"M'lefaat","lower layer",NA,"Iraq",43.54,36.31,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4194",5200,450,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5110",7470,60,NA,"mollusc",NA,"Nemrik 9","phase 5",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2935",7640,110,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4204",7980,140,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4222",8180,120,NA,"charcoal",NA,"Nemrik 9","phase 4/5",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264. Waterbolk 1994. ""In: Bar-Yosef and Kra (eds.) 1994, Late Quaternary Chronology and Paleoclimates of the Eastern Mediterranean, The 14th International.","Banadora: falsch Gd-8180"
"Gd-6119",8300,150,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6108",8300,130,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2637",8440,130,NA,"charcoal","or shell?","Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6113",8570,150,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5111",8630,70,NA,"mollusc",NA,"Nemrik 9","phase 5",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4207",8700,110,NA,"charcoal",NA,"Nemrik 9","phase 3/4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264. Banadora. www.mom.fr.ceram.banadora.",NA
"Gd-5422",8750,80,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4463",8910,220,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4205",9000,150,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2778",9010,170,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4364",9030,400,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5240",9130,60,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4365",9140,150,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5424",9140,90,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5425",9140,90,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5186",9170,90,NA,"charcoal","or shell?","Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.","same phase than house 1"
"Gd-2936",9170,130,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6130",9230,160,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5421",9250,70,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6131",9370,120,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4213",9410,550,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5443",9420,90,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2966",9440,160,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2713",9470,140,NA,"mollusc",NA,"Nemrik 9","phase 4/5",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.","Banadora: près de la maison 3"
"Gd-2773",9480,170,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264. Banadora. www.mom.fr.ceram.banadora.",NA
"Gd-2972",9490,170,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4193",9500,130,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6129",9510,150,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6120",9530,140,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2766",9570,130,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4453",9630,160,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4474",9640,300,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6148",9720,130,NA,"charcoal",NA,"Nemrik 9","phase 5",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2937",9740,150,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4372",9770,240,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4371",9770,520,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6121",9780,180,NA,"charcoal",NA,"Nemrik 9","phase 2, floors below house 7A",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2963",9780,130,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6152",9800,130,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6127",9800,160,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6128",9870,160,NA,"charcoal",NA,"Nemrik 9","phase 1, on virgin soil",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4224",9930,230,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5595",9950,100,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6110",9970,170,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6143",9990,140,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5257",10020,80,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4209",10040,130,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2970",10070,120,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4208",10100,130,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-6111",10130,180,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2777",10180,130,NA,"charcoal",NA,"Nemrik 9","phase 5",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4210",10180,190,NA,"charcoal",NA,"Nemrik 9","phase 3/4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4211",10260,170,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2971",10330,150,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4475",10370,330,NA,"charcoal",NA,"Nemrik 9","phase 2, floor below house 7A",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2973",10400,190,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4212",10480,180,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5451",10700,120,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4478",10700,190,NA,"charcoal",NA,"Nemrik 9","phase 3, below house 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2714",10900,140,NA,"mollusc",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4469",11090,190,NA,"charcoal",NA,"Nemrik 9","phase 1/2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4477",11150,560,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5249",11180,90,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4118",11300,200,NA,"charcoal",NA,"Nemrik 9","phase 5",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4473",12240,340,NA,"charcoal",NA,"Nemrik 9","phase 3, below house 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4370",12550,1000,NA,"charcoal",NA,"Nemrik 9","phase 3",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2969",13000,2400,NA,"charcoal",NA,"Nemrik 9","phase 1",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4476",13600,900,NA,"charcoal",NA,"Nemrik 9","phase 5",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5440",18250,220,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4223",20800,550,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-2775",25200,670,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264. Banadora. www.mom.fr.ceram.banadora.",NA
"Gd-4215",26000,0,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-4214",27000,0,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5116",33300,1100,NA,"charcoal",NA,"Nemrik 9","phase 2",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.","Pazdur: NK9/86C"
"Gd-2967",37700,0,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"Gd-5237",40000,0,NA,"charcoal",NA,"Nemrik 9","phase 4",NA,"Iraq",42.88,36.73,"C","Pazdur 1992. In: Kozłowski (ed.) 1992, Nemrik 9. Pre-Pottery Neolithic Site in Iraq. Vol. 2: House Nr. 1.1A.1B, Warsaw. Kozłowski 1994a. Radiocarbon 36: 255-264.",NA
"P-530",4672,74,NA,NA,NA,"Nippur","---",NA,"Iraq",45.46,32.17,"C","Stuckenrath 1963. Radiocarbon 5: 82-103. Renfrew 1978. .",NA
"MC-2384",5650,90,NA,"seeds","grain","Oueili","---",NA,"Iraq",46.05,31.15,"C","Banadora. www.mom.fr.ceram.banadora.",NA
"MC-2386",5810,100,NA,"seeds","grain","Oueili","niv. 3",NA,"Iraq",46.05,31.15,"C","Banadora. www.mom.fr.ceram.banadora.",NA
"MC-2382",5980,100,NA,"charcoal",NA,"Oueili","niv. 1",NA,"Iraq",46.05,31.15,"C","Banadora. www.mom.fr.ceram.banadora.",NA
"MC-2385",6170,90,NA,"charcoal",NA,"Oueili","niv. 3",NA,"Iraq",46.05,31.15,"C","Banadora. www.mom.fr.ceram.banadora.",NA
"MC-2383",6190,90,NA,"charcoal",NA,"Oueili","niv. 3",NA,"Iraq",46.05,31.15,"C","Banadora. www.mom.fr.ceram.banadora.",NA
